timestamp,type,source,decision,score,edge,legs,reasons,risk_flags
2026-02-19T11:06:26.702134Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:07:11.743185Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:12:12.203595Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:17:12.205130Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:22:12.205941Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:27:12.206772Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:31:17.673118Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:31:22.891117Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:31:58.171443Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:36:58.172214Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:41:58.173050Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:46:58.173885Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:51:58.174844Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T11:56:58.175731Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:02:33.952296Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:07:33.952961Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:12:33.954402Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:17:33.955232Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:22:33.956008Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:27:33.956882Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:32:40.326136Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:37:40.327183Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:42:40.328190Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:47:40.329067Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:52:40.330027Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T12:57:40.330980Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:02:57.842836Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:07:57.843974Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:12:57.845551Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:17:57.846364Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:22:57.847177Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:27:57.847995Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:33:14.876274Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:38:14.877169Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:43:14.878214Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:48:14.879349Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:53:14.880301Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-19T13:58:14.881351Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:07:44.319869Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:08:04.411173Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:25:56.041958Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:30:56.043585Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:35:56.044617Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:40:56.045641Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:45:56.046505Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:50:56.047445Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:55:56.048609Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | Cluster: election_2028,
2026-02-20T19:58:20.571926Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T19:58:39.152321Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T19:59:11.993339Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:03:20.572845Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:04:11.994471Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:05:06.104923Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:05:19.732271Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:10:06.105917Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:10:19.737001Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:15:06.106778Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:15:19.738399Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:20:06.107727Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:20:19.739509Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:25:06.108494Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:25:19.740761Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:30:06.109351Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:30:19.741853Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:35:06.110185Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:35:19.742995Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:40:06.110957Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:40:19.744286Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:45:06.111830Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:45:19.745705Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:50:06.113006Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:50:19.747319Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:55:06.113757Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T20:55:19.748430Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:00:06.114585Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:00:19.749527Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:05:06.115371Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:05:19.750639Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:10:06.116251Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:10:19.751734Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:15:06.116980Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:15:19.753256Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:20:06.117722Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:20:19.754511Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:25:06.118704Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:25:19.755782Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:30:06.119819Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:30:19.757852Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:35:06.120676Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:35:19.759123Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:40:06.121460Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:40:19.760867Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:45:06.122211Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:45:19.762044Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:50:06.122928Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:50:19.763488Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:55:06.123710Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T21:55:19.764732Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:00:06.125566Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:00:19.765952Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:05:06.126699Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:05:19.767198Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:10:06.127495Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:10:19.768456Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:15:06.128170Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:15:19.769616Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:20:06.128892Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:20:19.770885Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:25:06.129700Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:25:19.772177Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:30:06.130569Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:30:19.773425Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:35:06.131443Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:35:19.774927Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:40:06.132270Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:40:19.776428Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:45:06.133023Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:45:19.777880Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
2026-02-20T22:50:06.133820Z,arb_validate,polymarket,ACCEPT,0,0.05,2,Net edge OK: 5.0% | APPROVED by Tom | Generated 2 quote instructions,
